"caminho_origem","sha256_origem","tamanho_bytes","repositorio_origem","commit_origem","categoria_documental","status_proposto","documento_canonico","destino_recomendado","acao","justificativa","dependencias","status_execucao","destino_efetivo","sha256_destino","validacao_origem","validacao_destino","recuperacao"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-03.png","d99f8c34bf9b00b1af8339af81eb4f109a638c24558079abe16ceac5a2b720b9","148512","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-03.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-03.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-03.png=d99f8c34bf9b00b1af8339af81eb4f109a638c24558079abe16ceac5a2b720b9","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-03.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-04.png","1155b8c7a706d50fb46f57158d9b703551de6f0288129a1f3732e41912d85802","136173","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-04.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-04.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-04.png=1155b8c7a706d50fb46f57158d9b703551de6f0288129a1f3732e41912d85802","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-04.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-05.png","7f48f89ac5722f373274b9a54525d173f2063a78f17d01a4b8b64bb7c94b050f","93755","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-05.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-05.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-05.png=7f48f89ac5722f373274b9a54525d173f2063a78f17d01a4b8b64bb7c94b050f","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-05.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-06.png","fd2298417f65d77de64e9487d5ae1006a6449b13b8c50ed3c04e115cc2dea897","218065","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-06.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-06.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-06.png=fd2298417f65d77de64e9487d5ae1006a6449b13b8c50ed3c04e115cc2dea897","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-06.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-07.png","e279898bf2664388c4329e7194ae78c57587e2715daeb3ef51f6738fc195e75d","205227","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-07.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-07.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-07.png=e279898bf2664388c4329e7194ae78c57587e2715daeb3ef51f6738fc195e75d","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-07.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-08.png","37df33b8a52fb3ba935855cd40abd9a201dc7447233985352f9912f2e360227a","187606","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-08.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-08.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-08.png=37df33b8a52fb3ba935855cd40abd9a201dc7447233985352f9912f2e360227a","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-08.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-09.png","c9e6658519d5d68da0499cb34eb10d4a8e6aa0916bab2d3905863fe551577898","183491","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-09.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-09.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-09.png=c9e6658519d5d68da0499cb34eb10d4a8e6aa0916bab2d3905863fe551577898","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-09.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-10.png","8ddcf20c995d544658c5c19813cc2198c98ff60976cca59a3622175a84591b14","123728","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-10.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-10.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-10.png=8ddcf20c995d544658c5c19813cc2198c98ff60976cca59a3622175a84591b14","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-10.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-11.png","8867ae999917fba94b0b7483675e936d935f2e87b12f5764f36c1f8c210a9541","87556","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-11.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-11.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-11.png=8867ae999917fba94b0b7483675e936d935f2e87b12f5764f36c1f8c210a9541","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-11.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-12.png","66e4410c72d84b387c525e2dbd5af00c2fbd0b46a2a40f213e49287f771001d5","189371","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-12.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-12.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-12.png=66e4410c72d84b387c525e2dbd5af00c2fbd0b46a2a40f213e49287f771001d5","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-12.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-13.png","85bf65d4510fb18598cf2cc9c2fc02ed3766edad4d4bc6416d984c1fec7457de","181158","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-13.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-13.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-13.png=85bf65d4510fb18598cf2cc9c2fc02ed3766edad4d4bc6416d984c1fec7457de","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-13.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-14.png","28e2d162fcc213f31ea06512ec812be7e65da460361d309a702f7de301e2eab4","171484","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-14.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-14.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-14.png=28e2d162fcc213f31ea06512ec812be7e65da460361d309a702f7de301e2eab4","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-14.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-15.png","b3bbc680f6e181354699c0b3341c7d70c9f57bfb845e8b0ad024d80c229413a2","183385","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-15.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-15.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-15.png=b3bbc680f6e181354699c0b3341c7d70c9f57bfb845e8b0ad024d80c229413a2","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-15.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-16.png","6fce228ddd301cd89407c7a0988a06ffd7aa659acc3f29dfe9b1214b56a164bb","168401","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-16.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-16.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-16.png=6fce228ddd301cd89407c7a0988a06ffd7aa659acc3f29dfe9b1214b56a164bb","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-16.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-17.png","7c0d2a843b86c8bf14b9215db004a1d6dd5946917aee6e72ebee0262544e40a0","181471","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-17.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-17.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-17.png=7c0d2a843b86c8bf14b9215db004a1d6dd5946917aee6e72ebee0262544e40a0","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-17.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-18.png","5186f2f000e3cb08451689ae1131dc206b3b1a2d1bf08e358aa895f30d161232","174536","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-18.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-18.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-18.png=5186f2f000e3cb08451689ae1131dc206b3b1a2d1bf08e358aa895f30d161232","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-18.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-19.png","52d0f62d682d193e4667262962737a3d1feb197b54cc4361d0093bc6596ca443","177552","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-19.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-19.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-19.png=52d0f62d682d193e4667262962737a3d1feb197b54cc4361d0093bc6596ca443","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-19.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-20.png","ff901906e62f3d69fe3243e3101d7aefff94f21945b8c55fd06b158243f75d9a","185465","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-20.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-20.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-20.png=ff901906e62f3d69fe3243e3101d7aefff94f21945b8c55fd06b158243f75d9a","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-20.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-21.png","1d03f4fa809a164a1dd96060ba5e6cdfaeda3ae652f4a420273f1a08c1854229","174865","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-21.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-21.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-21.png=1d03f4fa809a164a1dd96060ba5e6cdfaeda3ae652f4a420273f1a08c1854229","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-21.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-22.png","6a6c4af13841fb197b512980a4890a8437d6881cf8c8f3eeee460fcea37e70d7","178977","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-22.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-22.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-22.png=6a6c4af13841fb197b512980a4890a8437d6881cf8c8f3eeee460fcea37e70d7","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-22.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-23.png","48acb60f52135198c9f2525dd70e9d5d130dd3269523cb31be4329543fb298d7","171579","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-23.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-23.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-23.png=48acb60f52135198c9f2525dd70e9d5d130dd3269523cb31be4329543fb298d7","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-23.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-24.png","9b7c32096e046948222029ff4456d4e11b5aa45540e4ea507589152f60ca873c","182336","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-24.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-24.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-24.png=9b7c32096e046948222029ff4456d4e11b5aa45540e4ea507589152f60ca873c","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-24.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-25.png","88ce6d7387863359c64ce08c1c0fa88d1a6f3acce07c42e31eb4532401032a28","224600","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-25.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-25.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-25.png=88ce6d7387863359c64ce08c1c0fa88d1a6f3acce07c42e31eb4532401032a28","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-25.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-26.png","4f1d01c6295e14ae9f25e60c86fa123530c79d93fd0226cf2939aeb71fd4f90a","202575","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-26.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-26.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-26.png=4f1d01c6295e14ae9f25e60c86fa123530c79d93fd0226cf2939aeb71fd4f90a","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-26.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-27.png","4fa59229b35feafdd91ac135efb7d32b858798f8bca4f92c7b58119e986577b8","178122","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-27.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-27.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-27.png=4fa59229b35feafdd91ac135efb7d32b858798f8bca4f92c7b58119e986577b8","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-27.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-28.png","6122bbc97f4c87c4f908d7a14e6de825303e91e8365c0dcda3b6609c35e896c2","184862","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-28.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-28.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-28.png=6122bbc97f4c87c4f908d7a14e6de825303e91e8365c0dcda3b6609c35e896c2","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-28.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-29.png","0177392c01cf80cf43b97c574d98ce9407d56f8e74ba273f09bdadc211a5ee5d","172088","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-29.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-29.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-29.png=0177392c01cf80cf43b97c574d98ce9407d56f8e74ba273f09bdadc211a5ee5d","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-29.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-30.png","9e7b532ff900d7ba665b1077d8a5a17fe7742267458b65fd87a0e1823b5e4672","166571","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-30.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-30.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-30.png=9e7b532ff900d7ba665b1077d8a5a17fe7742267458b65fd87a0e1823b5e4672","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-30.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-31.png","9a99a9666ffaf2e914d6d678ad77fc7270c97bea8828ec3e9d6c4f18481e1d9a","170120","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-31.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-31.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-31.png=9a99a9666ffaf2e914d6d678ad77fc7270c97bea8828ec3e9d6c4f18481e1d9a","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-31.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-32.png","32452344488bcdaf2711588f7677ba764a22461787f155cc3463e29151300be5","185181","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-32.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-32.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-32.png=32452344488bcdaf2711588f7677ba764a22461787f155cc3463e29151300be5","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-32.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-33.png","85beaf4335d68c22918eeb566b433c052e28c58d7da35d212274a96aaf48c7de","194933","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-33.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-33.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-33.png=85beaf4335d68c22918eeb566b433c052e28c58d7da35d212274a96aaf48c7de","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-33.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-34.png","5dc26fafa242fb0bce78088f6ec41e69c5131cd92a2bf3610ffdfa983012be4a","188377","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-34.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-34.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-34.png=5dc26fafa242fb0bce78088f6ec41e69c5131cd92a2bf3610ffdfa983012be4a","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-34.png=hash-identico","origem-fisica-retida"
".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-35.png","49c1dc143c17fce052ddae45c25ad08d0790ee6b1a35253c6ce0a405c7ae3821","156769","fora-de-repositorio","n/a","manual","intermediario-nao-canonico","",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-35.png","ignorar","Artefato intermediario de QA/render; manter fora da fonte canonica e nao arquivar indiscriminadamente.","","preservado-fora-da-migracao",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-35.png",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-35.png=49c1dc143c17fce052ddae45c25ad08d0790ee6b1a35253c6ce0a405c7ae3821","hash-e-tamanho-identicos-ao-snapshot",".codex-artifacts:manual-do-usuario-cms/rendered-spec-word-v3/page-35.png=hash-identico","origem-fisica-retida"
